the_geom,cartodb_id,portfolio_bldg_id,BEPP_compliance_group,BEPP_compliance_cycle_one_status,property_name,address,postal_code,primary_property_type,sector,floor_area,year_built,number_of_buildings,phl_bldg_id,electricity_2019,natural_gas_2019,fuel_oil_2019,steam_2019,energy_star_2019,site_eui_2019,source_eui_2019,water_use_2019,total_ghg_2019,water_score_2019,electricity_2020,natural_gas_2020,fuel_oil_2020,steam_2020,energy_star_2020,site_eui_2020,source_eui_2020,water_use_2020,total_ghg_2020,water_score_2020,electricity_2021,natural_gas_2021,fuel_oil_2021,steam_2021,energy_star_2021,site_eui_2021,source_eui_2021,water_use_2021,total_ghg_2021,water_score_2021,x_coord,y_coord
0101000020E6100000314C3B6F42CF52C0B607ADC94BFF4340,1835,3879924,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036","Expected to Comply September 30th, 2023",Aggregate Excluding MV,5500 CITY AVE,19131,College/University,College/ University,981145,1927,1,774502000,50930616.92,75112519.6,,,,128.5,225.7,39354.3,8864.2,,42411569.4,55204097.7,,,,99.5,180.1,27424.3,6991.4,,49262285.4,68461648.5,,,,120,213.9,38135.7,8210.5,,-75.23842984,39.99450036
0101000020E610000057B73832E8CA52C00A27ED363DFA4340,1836,4222139,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,pen03067 1800 Arch Street,1800 ARCH ST,19103,Office,Office,1576517,2013,1,"883056805, 883700200, 885875920, 888800320, 888800322, 888800324",111204347.6,4850944.606,,56911123.1,60,109.7,244.2,28308.8,14679.9,,,,,,,,,,,,,,,,,,,,,,-75.17042213,39.95499312
0101000020E6100000E72219CDA5C952C03D9B559FAB004440,1837,5033417,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,"Rock, Ancillary, PAP",3401-41 N BROAD ST,19140,Other,Other,506955,1970,1,777014000,61548760.92,,34500,100954922.3,,417.8,668,76003.4,15538.3,,60540378.4,,153787.2,82615977,,383.5,622.4,76172.6,13983.8,,60724626.4,,,61589806.2,,349.9,580.4,56908.8,12629.1,,-75.1507447,40.0052375
0101000020E61000006294F3073BC852C0F247AC2061FE4340,1838,6070169,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,2501-33 KENSINGTON AVE,19125,K-12 School,School (K-12),130634,1990,1,777218100,3361659.352,,,,,,,2411,,,,,,,,,,,,,,,,,,,,,,,-75.12860297,39.9873391
0101000020E61000005D5D258A16BF52C0CD3789DEB5074440,1839,3637426,Exempt,#N/A,Garden Residence,9801 FRANKFORD AVE,19114-2009,College/University,College/ University,15150,2007,1,778503000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.98575071,40.06023771
0101000020E61000005D5D258A16BF52C0CD3789DEB5074440,1840,3637387,Exempt,#N/A,Nurse Education Building,9801 FRANKFORD AVE,19114-2009,College/University,College/ University,27970,1977,1,778503000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.98575071,40.06023771
0101000020E6100000DD38524B2DCA52C0DFA8D3899DFA4340,1842,18240442,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Meritis Group LLC,"1209 Vine Street, Philadelphia",19107,Other,Other,60000,1908,1,882901100,,,,,,,,,,,1422667.5,11538879.3,,,,216,268.3,304.3,745,,1377268.8,736335.7,,,,35.2,77.2,697.6,159.1,,-75.15901454,39.95793269
0101000020E6100000CEA25E8D7FC952C0A27C20FD9FF94340,1844,18236665,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,NMAJH,101 S Independence Mall East,19106,Museum,Museum,102000,2010,1,771613100,,,,,,,,,,,,7658196.3,,,,164.5,329.3,2785.4,1254.1,,,,,,,,,,,,-75.14841017,39.95019497
,1845,6816082,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,3470 William Penn Highway,3470 William Penn Highway,15235,Self-Storage Facility,Warehouse,77493,1980,1,Not Available,,,,,,,,,,,613616.5,1758461400,,,,22699.8,23848.6,82,93487.9,,,,,,,,,,,,,
0101000020E6100000040D89BD88CC52C0C7D124CAC1F94340,1846,17710730,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,3601 Spruce Street,3601 Spruce Street,19104,Laboratory,Laboratory,255000,1894,1,773542000,,,,,,,,,,,42565245.9,,,30192440.8,,285.3,609.8,,5957,,40508901.8,10260,,29486725,,274.5,584,,5719.8,,-75.19584597,39.95122649
0101000020E6100000A0155ACE8CC752C01834A107C6014440,1847,12051119,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Dara 401 LLC,401-25 E Hunting Park Ave,19124,Distribution Center,Industrial,112000,1935,1,884184000,,,,,,,,,,,905263.7,969338.4,,,,16737.5,31719.1,1289.5,135.5,,1414596.8,1018681.9,,,,21725.7,44915.1,1081.7,185.5,,-75.11796912,40.01385589
0101000020E61000007A8D1B86A8C652C0620EA39CBF004440,1848,13047422,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,175 DE NJ LLC,1241 E Erie Ave,19124,Distribution Center,Warehouse,50126,1922,1,884736525,,,,,,,,,,,399200.2,275871.5,,,80,13.5,28.1,39,51.7,,388031.7,378143.9,,,78,15.3,29.6,65.7,56.1,,-75.10403588,40.00584753
0101000020E61000007BA1E317DCC952C09D2F51186FF34340,1851,17763087,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Ivy Pattison - 200 Pattison Avenue,200 Pattison Avenue,19148,Food Service,Industrial,100000,1970,1,884143300,,,,,,,,,,,4407625,214332,,,,46.2,125.7,92.8,420.6,,4999262.4,129891.6,,,,51.3,141.3,,471.1,,-75.15405843,39.90182785
0101000020E61000001D3C139A24C752C06DBF4207D9004440,1852,16435061,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,LIBERTY 801 EAST ERIE AVENUE LLC,801 East Erie Ave,19134,Non-Refrigerated Warehouse,Warehouse,364150,1950,1,Not Available,,,,,,,,,,,14754436.5,700473.7,4615658.5,,24,55.1,128.3,1679,1749.7,,19242625.7,7135081.1,18172344.8,,5,122.3,218.9,1261.6,3514.3,,-75.111609,40.00662318
0101000020E6100000A704E53205C752C066DDFDF9CF004440,1853,16435387,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,LIBERTY 949 EAST ERIE AVENUE LLC,949 East Erie Avenue,19134,Non-Refrigerated Warehouse,Warehouse,92000,1950,1,Not Available,,,,,,,,,,,,7044834.9,3310426.7,,13,115.9,126.2,0.3,648.7,,441613.1,,7889526.8,,24,90.6,100.1,57.7,626.5,,-75.10969231,40.00634694
0101000020E6100000295B03DF1DCA52C0643C2917D3034440,1854,6383483,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,Fishers Crossing Rlty LP,4901 Stenton Ave,19144,Multifamily Housing,Other,73728,1965,1,881422820,,,,,,,,,,,2091919719,34668.9,,,1,28374,79446.2,18471.1,194242.8,1,,,,,,,,,,,-75.15807319,40.02987947
0101000020E61000007B8C4D867EC152C02F253FA03B094440,1855,16433781,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Santay Realty of Bluegrass LLC,9401 Blue Grass Road ,19114,Distribution Center,Warehouse,320000,1965,1,884226000,,,,,,,,,,,2481932.5,2424713.6,,,87,15.3,29.7,6,359.2,,,,,,,,,,,,-75.02334745,40.07213214
0101000020E61000007B172973F7BF52C0FC1E50919E0A4440,1856,17805967,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,3031 Red Lion Rd,3031 Red Lion Rd,19114,Refrigerated Warehouse,Warehouse,91828,1971,1,884289001,,,,,,,,,,,8081485.8,,,,20,88,246.4,15.7,750.4,,7928617.9,,,,21,86.3,241.8,19.4,736.2,,-74.99947814,40.0829641
0101000020E61000005F0E37B774C952C0BCAE3EA232024440,1858,11677214,Exempt,#N/A,Sacred Heart,1315 W Hunting Park Ave,19140,Other - Lodging/Residential,Multifamily,44000,1930,1,881448300,,,,,,,,,,,1347034.4,2255984.2,,,,81.9,139.6,1173.3,244.9,,1237130.8,1898056.4,,,,71.3,124,2722.5,215.7,,-75.14774876,40.01717022
,1862,9004484,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,1500 Blueball Avenue,1500 Blueball Avenue,19061,Distribution Center,Warehouse,132050,1997,1,Not Available,,,,,,,,,,,4066213.5,1561600,,,18,42.6,98.6,401.7,460.5,,,,,,,,,,,,,
0101000020E6100000B18263BF7CC952C0DCA8258880F94340,1863,16436783,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,421 Chestnut Street,421 Chestnut Street,19106,Multifamily Housing,Multifamily,54000,1857,1,888037672,,,,,,,,,,,2747506.2,978291,,,,69,161.5,,307.1,,2882457.6,1123264.8,,,,74.2,171.3,,327.3,,-75.14823899,39.94923498
0101000020E61000006CF9F50190CD52C0C82A212FD6FC4340,1864,3330805,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Leidy,1301 BELMONT AVE,19104,K-12 School,School (K-12),67000,1963,1,783042200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.21191453,39.97528638
0101000020E6100000ACC932486AC952C07DAF002AC5044440,1866,3356674,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Widener & Girls HS,1450 WEST OLNEY AVE,19141,K-12 School,School (K-12),317507,1953,2,785056600,,,,,,,,,,,,,1062600,,,,,,,,6296944.9,4918733.9,1276941.5,,76,39.3,75.9,1169.4,904.6,,-75.14711194,40.03726697
0101000020E6100000F8D4DAC91AC952C0CB9E254450FF4340,1867,3589771,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Fairhill,601 W SOMERSET ST,19133,K-12 School,School (K-12),75800,1968,1,785556400,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,-75.14226004,39.99463703
0101000020E6100000C3A4CF7993CB52C08474A18714044440,1868,3783048,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Pickett,5700-5812 WAYNE AVE,19144,K-12 School,School (K-12),187604,1980,1,784473200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.18087621,40.03187652
0101000020E61000006C1128CDECCE52C0C2DC5110FAF54340,1869,3783055,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Tilden,6601 ELMWOOD AVE,19142,K-12 School,School (K-12),181273,1980,1,783130800,,,,,,,,,,,,627944.2,,,,3.5,3.6,1980.1,33.4,,364843.1,511352,,,,4.8,8.6,1490.1,58.9,,-75.23320321,39.92169384
0101000020E6100000C68DD793ABC952C009560F7779FF4340,1870,3787506,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Clymer,1201 W RUSH ST,19133,K-12 School,School (K-12),72643,1964,1,785631800,,,,,,,,,,,1024788.7,,,,99,14.1,39.5,,95.2,,,,,,,,,,,,-75.15109726,39.99589432
0101000020E610000081F1A9EFBEC452C05A5EC14F7F024440,1871,3788579,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Smedley,1790 BRIDGE ST,19124,K-12 School,School (K-12),51000,1980,1,786334800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.07415382,40.01951024
0101000020E6100000CB8058DBF9C952C00F971C77CA014440,1872,3788604,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Gratz,1798 HUNTING PARK AVE,19140,K-12 School,School (K-12),345000,1927,1,785694200,,,,,,,,,,,4939023.5,,,,99,14.3,40.1,,458.6,,,,,,,,,,,,-75.15587505,40.01399125
0101000020E61000006EB70B6ACBCE52C046653F6226FE4340,1873,3788666,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Mann,5376 W BERKS ST,19131,K-12 School,School (K-12),64200,1980,1,783744200,,,,,,,,,,,606626.3,,,,100,9.4,26.5,,56.3,,,,,,,,,,,,-75.23116542,39.98554638
0101000020E6100000988C7CC11BCF52C0059287F075F94340,1874,3789313,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Harrity,5601 CHRISTIAN ST,19143,K-12 School,School (K-12),71907,1980,1,783096200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.23606908,39.94891173
0101000020E6100000A46D3EA69CCA52C0032BA0B3F9064440,1875,3790230,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Lewis,6199 ARDLEIGH,19138,K-12 School,School (K-12),187000,1980,1,784453600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.16581112,40.05449529
0101000020E6100000B8DD57279FCE52C031CF4A5AF1FC4340,1876,3790443,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Shoemaker,5301 MEDIA ST,19131,K-12 School,School (K-12),132000,1927,1,783736600,,,,,,,,,,,,,,,,,,586.4,,,,,,,,,,,,,-75.22846397,39.9761155
0101000020E61000009B3604432DCA52C0C844E788BEFA4340,1878,16751462,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,The Wolf Building,330-48 N 12th Street,19107,Multifamily Housing,Multifamily,165000,1920,1,Not Available,,,,,,,,,,,3047403.6,,,,100,18.5,51.7,2325.4,283,,,,,,,,,,,,-75.15901256,39.95893966
0101000020E610000017D41AF724CB52C00D43BB7544FD4340,1879,17384098,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,Blumberg Senior Apartments,1515 N 24th Street,19121,Multifamily Housing,Multifamily,61498,2019,1,886903800,,,,,,,,,,,2622453,88200,,,62,44.1,120.9,4772.6,255.7,18,,,,,,,,,,,-75.17413118,39.97865173
0101000020E610000048307A13A8CA52C0984572439DFA4340,1880,16904981,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,1600 Vine Street,1600 Vine Street,19102,Performing Arts,School (K-12),210000,1998,1,772239900,,,,,,,,,,,13021034.8,,,,,62,173.6,,1246.2,,14470657.1,,,,,68.9,192.9,,1343.6,,-75.16650855,39.9579243
0101000020E61000001852B08CAEC952C03398128B10054440,1881,13055762,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,5600 Ogontz Ave,5600 Ogontz Ave,19141,Multifamily Housing,Multifamily,201130,1941,1,881074500,,,,,,,,,,,2935763.6,7165677.3,,,86,50.2,78.3,188720.8,661.6,1,,,,,,,,,,,-75.15127866,40.03956736
0101000020E6100000A20BEA5BE6C852C0D4484BE5EDFC4340,1861,16127008,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,1645 N American St,1645 N American St,19122,Self-Storage Facility,Warehouse,68066,1935,1,884590710,,,,,,,,,,,81888,,,,,1.2,3.4,,7.6,,,,,,,,,,,,,
0101000020E6100000454772F90FCB52C0670A9DD7D8F94340,1859,15646902,Exempt,#N/A,1920 Chestnut Street,1920 Chestnut Street,19103,Mixed Use Property,Multifamily,34636,2001,1,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000C754D18AF5C152C0490966F107064440,1882,16905021,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Downing Park Terrace LLC,8040 Rowland Ave,19136,Multifamily Housing,Multifamily,172200,1964,1,Not Available,,,,,,,,,,,3211024.3,5887188,,,71,52.8,88.1,9.9,620,100,3306071.4,8515788.9,,,46,68.7,105.7,10.5,740.3,100,-75.03061171,40.0471174
0101000020E6100000F1E447BAAECD52C08328884FF4F84340,1883,16316147,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,4703-15 Kingsessing Ave,4703-15 Kingsessing Ave,19143,Senior Living Community,Multifamily,70800,2015,1,Not Available,,,,,,,,,,,5515702.7,2045125.9,,,33,106.8,248.5,,636.5,,,,,,,,,,,,-75.21378953,39.94495577
0101000020E61000002AD725F444C852C028EB1E76B2FE4340,1884,16375858,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Temple Episcopal Hospital,100 East Lehigh Avenue,19125,Hospital (General Medical & Surgical),Hospital,421345,1940,9,777012002,,,,,,,,,,,31079532.7,103284781.8,,,11,318.9,463.9,18061.9,8460.6,,,,,,,,,,,,-75.1292086,39.98982121
0101000020E61000003B75FE50DDCB52C03B75FE50DDCB52C0,1886,16431676,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,1363 North 31st Street,1363 North 31st Street,19121,Multifamily Housing,Multifamily,146774,2006,1,881070310,,,,,,,,,,,12643073.9,288114.2,,,1,88.1,243.3,,1225.4,,12252106.4,288114.2,,,1,85.4,235.8,,1152.9,,-75.18538308,-75.18538308
0101000020E6100000AADB551F3AC952C0AADB551F3AC952C0,1888,11192948,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,700 Somerset LP,700 Somerset,19133,Multifamily Housing,Multifamily,67500,2018,1,886604105,,,,,,,,,,,1998342.2,942798.9,,,67,43.6,97.6,322.4,241.3,100,1961421.3,960554.9,,,70,43.3,96.3,509.9,233.1,100,-75.14417251,-75.14417251
0101000020E610000042F032A278CE52C01D5CB6AD18F94340,1889,16477699,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,The Irvine Apartments (rv059),780 S 52nd St,19143,Multifamily Housing,Multifamily,128453,2019,1,881713810,,,,,,,,,,,1085800.8,516667.1,,,100,12.5,27.9,2157,131.4,97,4019554.4,472177.7,,,87,35,91.5,2752.8,398.3,91,-75.22611289,39.94606563
0101000020E6100000F59D3E8677BF52C0AC602BD3F50D4440,1890,16852082,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Mast III Community Charter School,12345 Roosevelt Blvd,19154,K-12 School,Office,238000,2018,1,778202100,,,,,,,,,,,14890350.1,3018771.9,,,8,75.2,188.5,406.2,1585.5,,17019230,3719257.5,,,3,87.1,216.6,586.2,1777.8,,-74.99167019,40.10906448
0101000020E6100000547F7335E8CA52C011AD702681F94340,1891,5049296,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Parc Rittenhouse Condominium,225 S 18th Street,19103,Multifamily Housing,Multifamily,272347,1928,1,Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.1704229,39.94925385
0101000020E6100000168F0732EDCC52C00DDC478F5BFA4340,1893,3571363,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,40th Street Promenade,3943-45 Chestnut Street,19104,Multifamily Housing,Multifamily,88949,2006,1,881600113,,,,,,,,,,,5378461.8,608097,,,,67.3,176.5,286.4,547.1,,5846537.1,1576983.1,,,,83.5,202.7,4501.8,626.6,,-75.20197726,39.95591918
0101000020E6100000A9DF4391C7CA52C0A9DF4391C7CA52C0,1894,16510875,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,Rays Properties,5704 Musgrave St.,19144,Wholesale Club/Supercenter,Warehouse,79516,1960,1,Not Available,,,,,,,,,,,420319.8,,,,7,5.3,14.8,163.4,40.2,,,,,,,,,,,,-75.16843063,-75.16843063
0101000020E6100000A63E14F597CD52C0E1E7434053004440,1895,16437864,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,Park Towers Apartments,4001 Conshokocken Ave,19131,Multifamily Housing,Multifamily,67241,1982,1,886651700,,,,,,,,,,,6802170,6832691,,,1,202.8,389.9,1656.4,1014,99,,,,,,,,,,,-75.21239974,40.00254062
0101000020E61000007A56B17C06C452C0B498122866064440,1896,4222822,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Must Comply by September 30th of 2024,Cottman & Bustleton Center,2101-41 Cottman Ave.,19129,Strip Mall,Retail,68642,1964,1,882064855,,,,,,,,,,,3572039.9,2144100,,,,83.3,178.5,,455.8,,3881508.3,2613046.6,,,,94.6,198.3,10074,499.2,,-75.06289594,40.04999257
0101000020E610000065D57314D8CA52C0699704E2D4FA4340,1897,4830325,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Family Court-CLOSED,1801 Vine St,19103,Courthouse,Municipal,250000,1941,1,782598000,,,,,,,,,,,1533971.1,0,,12762200.3,80,57.2,78.6,1719.8,994.2,,5304711.5,,,9702420.3,62,60,106.1,1447,1136.8,,-75.16943847,39.95962167
0101000020E6100000530C2D3E47C952C033AA88AA4AF54340,1899,14468996,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,SoPhi 1,2400 S Weccacoe Avenue,19148,Distribution Center,Industrial,283500,1978,1,Not Available,,,,,,,,,,,982656,,,,99,3.5,9.7,493.7,94.1,,982656,,,,99,3.5,9.7,493.7,91.2,,-75.14497332,39.91634113
0101000020E610000086A867E66ECC52C040C440B6B0FA4340,1900,9867017,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,Link University City,3600 Lancaster Ave,19104,Multifamily Housing,Multifamily,146403,2019,5,881111200,,,,,,,,,,,3728589.2,,,,99,25.5,71.3,2671.3,356.9,,3022833.4,,,,100,20.6,57.8,2647.6,280.7,,-75.1942688,39.95851782
0101000020E610000035DF98D0EAC952C03D9F5CAE59FD4340,1901,3979390,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Must Comply by September 30th of 2023,STUDENT CTR II,"13th St., 1800 block",19122,College/University,College/ University,86182,2000,1,777569000,,,,,,,,,,,4316671.3,,,21568048.6,,399.1,531.2,662.3,2293.8,,4831497.8,,,26070654.8,,485.3,636.2,707.5,2755.3,,-75.15495696,39.97929935
0101000020E61000006DEF6CF288CA52C06F7ADD43BEF84340,1902,13947353,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Exempt,1352 Lofts,1352 South Street,19147,Multifamily Housing,Multifamily,150433,2007,1,888303359,,,,,,,,,,,3504386.7,1774000,,,92,35.1,77.6,,429.6,,,,,,,,,,,,-75.16460858,39.94330643
0101000020E610000074A35DBF3FCB52C0FC9B40A6EFF94340,1904,15888344,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Riverwest Condominium,2101 Chestnut Street,19103,Multifamily Housing,Multifamily,324640,1957,1,888112500,,,,,,,,,,,9856183,10335600.3,,,50,62.2,118.4,,1492.3,,,,,,,,,,,,-75.17576584,39.95262602
,1905,5860811,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,Cobbs Creek: Cobbs Creek,5256 Larchwood Avenue,19143,Multifamily Housing,Multifamily,59430,1925,1,886810607,,,,,,,,,,,422252.1,44768.3,,,100,7.9,20.7,5126.6,42.8,,2750785.1,126700,,,59,48.4,131.8,4711.6,262.1,47,,
0101000020E610000057B73832E8CA52C00A27ED363DFA4340,1910,15658881,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Out of Compliance,Comcast Technology Center,1800 Arch Street,19103,Office,Hotel,1818441,2018,1,883700200,,,,,,,,,,,105686392.9,3771457.7,,51041394.6,54,88.3,198.7,30930.2,13704.7,,,,,,,,,,,,-75.17042213,39.95499312
0101000020E61000008682E718EFC852C0EC964F1C61FC4340,1911,10900039,"Compliance Group 1 Upcoming Deadlines in: 2021, 2026, 2031, 2036",Exempt,Dwell at 2nd St.,1300 N. 2nd St.,19122,Multifamily Housing,Multifamily,218277,2020,3,881006745,,,,,,,,,,,3138408.4,,,,100,15,40.9,2451.3,307.1,99,6029799,279585.3,,,96,28.9,78.7,3927.1,574.7,91,-75.13959334,39.97171358
0101000020E61000002CD49AE61DC752C0691D554D10054440,1908,3597805,"Compliance Group 2 Upcoming Deadlines in: 2022, 2027, 2032, 2037",Out of Compliance,Plant 13,5670 Rising Sun Ave,19120,Other,Warehouse,108020,1957,1,884116500,,,,,,,,,,,9017888.7,,,,,83.5,233.8,2151.6,863.1,,9545203.1,,,,,88.4,247.4,1434.2,886.3,,,
0101000020E610000011DF89592FCA52C02C7DE882FAFA4340,1903,14698309,Exempt,Exempt,1234 Lofts,1234 Hamilton Street,19123,Multifamily Housing,Multifamily,42099,2005,1,888116634,,,,,,,,,,,773793.8,587900,,,,32.3,66.1,,105.3,,,,,,,,,,,,,
0101000020E6100000BFD4CF9B8ACA52C0892991442F074440,1898,5991776,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Energy Audit,Stenton Family Manor,1300 E Tulpehocken St,19138,Residence Hall/Dormitory,Municipal,50450,1959,1,Not Available,,,,,,,,,,,2200715.8,4245044.2,,,22,127.8,210.5,1903.5,436.1,,1776656.4,4293625.3,,,31,120.3,188,483.1,393,,,
0101000020E6100000EB909BE106C852C084D382177D014440,1885,16900792,"Compliance Group 4 Upcoming Deadlines in: 2024, 2029, 2034, 2039",Exempt,Roberto Clemente Homes,3921-61 N 5th Street,19140,Multifamily Housing,Multifamily,56893,2018,1,886856500,,,,,,,,,,,2049670.3,,,,56,36,100.9,15522.1,196.2,1,2143500.3,,,,51,37.7,105.5,5012.7,199,3,,
0101000020E610000018FF46540BCA52C06E1FA80991024440,1913,7379739,Exempt,Exempt,Nicetown Court I,4340 Germantown Ave,19140,Multifamily Housing,Multifamily,44781,2011,1,886620000,,,,,,,,,,,1772384.2,565031,,,36,52.2,124.1,1254,199.6,91,1824225.5,556712.2,,,33,53.2,127.1,1268.2,199,91,-75.15694148,40.0200512
0101000020E6100000A9B72F35FCC852C0FCA1808A36FC4340,1915,16109005,"Compliance Group 3 Upcoming Deadlines in: 2023, 2028, 2033, 2038",Exempt,Liberty Square Building 1,1203 Germantown Avenue,19122,Multifamily Housing,Multifamily,82858,2018,1,881006867,,,,,,,,,,,1731463.8,61536.5,,,98,21.6,59.3,542.2,169,100,2696971,96005.6,,,69,33.7,92.4,1689.4,255.5,91,-75.14039354,39.97041446
,1916,6934777,Exempt,Exempt,Birchwood at Brooks (Brooks School)-Ingerman,5630-40 Wyalusing Ave,19131,Multifamily Housing,Multifamily,25000,1999,1,886651600,,,,,,,,,,,888071.9,441898,,,40,53.2,118,1147.5,108.5,51,,,,,,,,,,,,
,1917,6934778,Exempt,Exempt,The Willows at Cecil B. Moore-Ingerman,1614 N 16th St,19121,Multifamily Housing,Multifamily,36819,1997,14,886810637,,,,,,,,,,,1307916.5,742936,,,52,55.7,120.7,1247.2,164.6,90,,,,,,,,,,,,
,1918,6934786,Exempt,Exempt,South 55th (The Willows at Cobbs Creek)-Ingerman,800 S 55th St,19143,Multifamily Housing,Multifamily,20423,1994,1,Not Available,,,,,,,,,,,725483.7,500073,,,61,60,125.2,3305.7,96,3,,,,,,,,,,,,
